(0.61, 0.0), (1.0, 0.4692982456140351)
(0.61, 0.01), (0.9954128440366973, 0.4811529933481153)
(0.61, 0.02), (0.9955357142857143, 0.501123595505618)
(0.61, 0.03), (0.9956521739130435, 0.5216400911161732)
(0.61, 0.04), (0.9958677685950413, 0.5644028103044496)
(0.61, 0.05), (0.9959016393442623, 0.571764705882353)
(0.61, 0.06), (0.9959016393442623, 0.571764705882353)
(0.61, 0.07), (0.9959183673469387, 0.5754716981132075)
(0.61, 0.08), (0.9959183673469387, 0.5754716981132075)
(0.61, 0.09), (0.9959839357429718, 0.5904761904761905)
(0.61, 0.1), (0.9959839357429718, 0.5904761904761905)
(0.61, 0.11), (0.9960159362549801, 0.5980861244019139)
(0.61, 0.12), (0.9960159362549801, 0.5980861244019139)
(0.61, 0.13), (0.996031746031746, 0.6019184652278178)
(0.61, 0.14), (0.996031746031746, 0.6019184652278178)
(0.61, 0.15), (0.996031746031746, 0.6019184652278178)
(0.61, 0.16), (0.9960474308300395, 0.6057692307692307)
(0.61, 0.17), (0.9960629921259843, 0.6096385542168675)
(0.61, 0.18), (1.0, 0.6120481927710844)
(0.61, 0.19), (1.0, 0.6237864077669902)
(0.61, 0.2), (1.0, 0.6437346437346437)
(0.61, 0.21), (1.0, 0.6437346437346437)
(0.61, 0.22), (1.0, 0.664179104477612)
(0.61, 0.23), (1.0, 0.6683291770573566)
(0.61, 0.24), (1.0, 0.6683291770573566)
