(0.0, 0.0), (0.8908296943231441, 0.6455696202531646)
(0.0, 0.05), (0.9547169811320755, 0.9921568627450981)
(0.0, 0.1), (0.9545454545454546, 0.9921259842519685)
(0.0, 0.15), (0.9545454545454546, 0.9921259842519685)
(0.0, 0.2), (0.9855072463768116, 1.0)
(0.0, 0.25), (0.9855072463768116, 1.0)
(0.0, 0.3), (0.9855072463768116, 1.0)
(0.0, 0.35), (0.9855072463768116, 1.0)
(0.0, 0.4), (0.9855072463768116, 1.0)
(0.0, 0.45), (0.9855072463768116, 1.0)
(0.0, 0.5), (0.9855072463768116, 1.0)
(0.0, 0.55), (0.9855072463768116, 1.0)
(0.0, 0.6), (0.9855072463768116, 1.0)
(0.0, 0.65), (0.9855072463768116, 1.0)
(0.0, 0.7), (0.9855072463768116, 1.0)
(0.0, 0.75), (0.9855072463768116, 1.0)
(0.0, 0.8), (0.9855072463768116, 1.0)
(0.0, 0.85), (0.9855072463768116, 1.0)
(0.0, 0.9), (0.9855072463768116, 1.0)
(0.0, 0.95), (0.9855072463768116, 1.0)
(0.05, 0.0), (0.9728506787330317, 0.4853273137697517)
(0.05, 0.05), (0.9583333333333334, 0.9068100358422939)
(0.05, 0.1), (0.9581749049429658, 0.9064748201438849)
(0.05, 0.15), (0.9581749049429658, 0.9064748201438849)
(0.05, 0.2), (0.9612403100775194, 0.9117647058823529)
(0.05, 0.25), (0.9760765550239234, 1.0)
(0.05, 0.3), (0.9760765550239234, 1.0)
(0.05, 0.35), (0.9760765550239234, 1.0)
(0.05, 0.4), (0.9760765550239234, 1.0)
(0.05, 0.45), (0.9760765550239234, 1.0)
(0.05, 0.5), (0.9760765550239234, 1.0)
(0.05, 0.55), (0.9760765550239234, 1.0)
(0.05, 0.6), (0.9760765550239234, 1.0)
(0.05, 0.65), (0.9760765550239234, 1.0)
(0.05, 0.7), (0.9760765550239234, 1.0)
(0.05, 0.75), (0.9760765550239234, 1.0)
(0.05, 0.8), (0.9760765550239234, 1.0)
(0.05, 0.85), (0.9760765550239234, 1.0)
(0.05, 0.9), (0.9760765550239234, 1.0)
(0.05, 0.95), (0.9760765550239234, 1.0)
(0.1, 0.0), (0.9728506787330317, 0.4853273137697517)
